,RWQN,BWQN
0,2.969482421875,2.95458984375
1,2.86181640625,2.907958984375
2,2.3812255859375,2.85302734375
3,2.179931640625,1.684326171875
4,2.0816650390625,1.5062255859375
5,2.0213623046875,1.4849853515625
6,2.0047607421875,1.504150390625
7,1.9869384765625,1.4923095703125
8,1.96923828125,1.4874267578125
9,1.94091796875,1.5068359375
10,1.9515380859375,1.506591796875
11,1.940185546875,1.5074462890625
12,1.9373779296875,1.4920654296875
13,1.929931640625,1.5087890625
14,1.9293212890625,1.501708984375
15,1.923828125,1.5059814453125
16,1.920166015625,1.4989013671875
17,1.920654296875,1.49462890625
18,1.91552734375,1.5091552734375
19,1.9144287109375,1.4881591796875
20,1.9095458984375,1.5052490234375
21,1.914794921875,1.4947509765625
22,1.906982421875,1.483642578125
23,1.9005126953125,1.4970703125
24,1.9007568359375,1.4952392578125
25,1.9022216796875,1.5040283203125
26,1.9027099609375,1.501708984375
27,1.904296875,1.5001220703125
28,1.9053955078125,1.494873046875
29,1.9010009765625,1.4974365234375
30,1.89697265625,1.5068359375
31,1.905517578125,1.5030517578125
32,1.8951416015625,1.4888916015625
33,1.8978271484375,1.50439453125
34,1.904541015625,1.50732421875
35,1.8963623046875,1.4952392578125
36,1.8975830078125,1.5035400390625
37,1.9007568359375,1.510009765625
38,1.89599609375,1.504638671875
39,1.897705078125,1.50341796875
40,1.891845703125,1.4974365234375
41,1.8900146484375,1.4913330078125
42,1.89111328125,1.502685546875
43,1.893310546875,1.496337890625
44,1.8818359375,1.51123046875
45,1.893798828125,1.50732421875
46,1.8970947265625,1.5057373046875
47,1.8953857421875,1.490966796875
48,1.8946533203125,1.510986328125
49,1.8939208984375,1.50341796875
50,1.8973388671875,1.49853515625
51,1.8922119140625,1.498046875
52,1.8870849609375,1.495849609375
53,1.8905029296875,1.5089111328125
54,1.8818359375,1.5048828125
55,1.887939453125,1.492431640625
56,1.890869140625,1.5084228515625
57,1.893798828125,1.4971923828125
58,1.893310546875,1.5091552734375
59,1.8963623046875,1.490478515625
60,1.8946533203125,1.5008544921875
61,1.8963623046875,1.501220703125
62,1.8914794921875,1.5029296875
63,1.888916015625,1.4923095703125
64,1.88916015625,1.5003662109375
65,1.8868408203125,1.502197265625
66,1.8865966796875,1.508544921875
67,1.892333984375,1.509521484375
68,1.88525390625,1.4974365234375
69,1.8768310546875,1.4866943359375
70,1.887939453125,1.503662109375
71,1.8902587890625,1.500244140625
72,1.8856201171875,1.504150390625
73,1.892822265625,1.4989013671875
74,1.88720703125,1.4964599609375
75,1.8741455078125,1.4852294921875
76,1.8883056640625,1.5025634765625
77,1.8900146484375,1.50390625
78,1.8865966796875,1.5157470703125
79,1.889404296875,1.50244140625
80,1.88623046875,1.5
81,1.8896484375,1.5052490234375
82,1.889892578125,1.49951171875
83,1.8963623046875,1.4986572265625
84,1.8953857421875,1.504150390625
85,1.8837890625,1.5003662109375
86,1.8853759765625,1.506103515625
87,1.87939453125,1.4935302734375
88,1.8843994140625,1.4954833984375
89,1.8836669921875,1.4971923828125
90,1.8861083984375,1.5028076171875
91,1.8848876953125,1.500732421875
92,1.88818359375,1.5111083984375
93,1.8958740234375,1.50439453125
94,1.88671875,1.512939453125
95,1.88818359375,1.4873046875
96,1.8836669921875,1.505615234375
97,1.883544921875,1.487060546875
98,1.883056640625,1.49658203125
99,1.890380859375,1.4888916015625
100,1.895263671875,1.5048828125
101,1.88916015625,1.4921875
102,1.8848876953125,1.4986572265625
103,1.888916015625,1.5108642578125
104,1.8863525390625,1.511474609375
105,1.884765625,1.4892578125
106,1.8843994140625,1.4976806640625
107,1.885498046875,1.4937744140625
108,1.883544921875,1.5069580078125
109,1.88818359375,1.5048828125
110,1.8876953125,1.497314453125
111,1.8896484375,1.5089111328125
112,1.89404296875,1.495849609375
113,1.885498046875,1.5062255859375
114,1.8807373046875,1.49609375
115,1.8834228515625,1.4915771484375
116,1.888671875,1.4931640625
117,1.8853759765625,1.4981689453125
118,1.8836669921875,1.5009765625
119,1.8887939453125,1.4937744140625
120,1.88232421875,1.49365234375
121,1.8873291015625,1.4964599609375
122,1.8814697265625,1.502685546875
123,1.880859375,1.4893798828125
124,1.8861083984375,1.5008544921875
125,1.881103515625,1.49267578125
126,1.8883056640625,1.4967041015625
127,1.8878173828125,1.50341796875
128,1.8883056640625,1.5162353515625
129,1.88037109375,1.5120849609375
130,1.8870849609375,1.497802734375
131,1.8841552734375,1.4825439453125
132,1.889404296875,1.49658203125
133,1.883056640625,1.5098876953125
134,1.8846435546875,1.50341796875
135,1.8846435546875,1.51171875
136,1.8896484375,1.504638671875
137,1.88623046875,1.50341796875
138,1.88330078125,1.494873046875
139,1.8829345703125,1.51416015625
140,1.889892578125,1.5057373046875
141,1.8848876953125,1.5008544921875
142,1.89111328125,1.498046875
143,1.891357421875,1.5008544921875
144,1.884765625,1.49658203125
145,1.88330078125,1.515380859375
146,1.8865966796875,1.501953125
147,1.887451171875,1.5037841796875
148,1.888671875,1.50244140625
149,1.8831787109375,1.506591796875
150,1.8818359375,1.5068359375
151,1.8819580078125,1.4991455078125
152,1.880615234375,1.506591796875
153,1.888671875,1.4971923828125
154,1.88623046875,1.49853515625
155,1.8824462890625,1.509033203125
156,1.8778076171875,1.5052490234375
157,1.8812255859375,1.5057373046875
158,1.882080078125,1.5118408203125
159,1.884765625,1.492431640625
160,1.8861083984375,1.4981689453125
161,1.880859375,1.510009765625
162,1.8851318359375,1.5013427734375
163,1.8861083984375,1.4913330078125
164,1.888916015625,1.5074462890625
165,1.8758544921875,1.502197265625
166,1.8836669921875,1.4931640625
167,1.8818359375,1.4949951171875
168,1.8787841796875,1.49267578125
169,1.8826904296875,1.509521484375
170,1.8851318359375,1.511962890625
171,1.886962890625,1.49609375
172,1.8802490234375,1.4932861328125
173,1.88134765625,1.4976806640625
174,1.8836669921875,1.5089111328125
175,1.886962890625,1.5045166015625
176,1.8798828125,1.4967041015625
177,1.881103515625,1.5013427734375
178,1.886962890625,1.5008544921875
179,1.8837890625,1.5015869140625
180,1.8853759765625,1.499755859375
181,1.8878173828125,1.5042724609375
182,1.8759765625,1.4864501953125
183,1.88134765625,1.4998779296875
184,1.8841552734375,1.503662109375
185,1.8800048828125,1.498046875
186,1.8836669921875,1.502685546875
187,1.885498046875,1.5013427734375
188,1.8831787109375,1.50341796875
189,1.8812255859375,1.4954833984375
190,1.8797607421875,1.4986572265625
191,1.8856201171875,1.5135498046875
192,1.8812255859375,1.5067138671875
193,1.8897705078125,1.4979248046875
194,1.8798828125,1.5001220703125
195,1.8831787109375,1.4957275390625
196,1.885009765625,1.508056640625
197,1.8837890625,1.493896484375
198,1.8848876953125,1.504638671875
199,1.88037109375,1.50439453125
200,1.8839111328125,1.5009765625
201,1.891845703125,1.5120849609375
202,1.881591796875,1.5050048828125
203,1.8787841796875,1.49951171875
204,1.8800048828125,1.4979248046875
205,1.88134765625,1.50341796875
206,1.8857421875,1.505615234375
207,1.88134765625,1.4971923828125
208,1.8846435546875,1.5025634765625
209,1.8782958984375,1.4945068359375
210,1.8814697265625,1.4932861328125
211,1.875,1.5068359375
212,1.88037109375,1.5009765625
213,1.888671875,1.5087890625
214,1.8802490234375,1.4940185546875
215,1.879150390625,1.4869384765625
216,1.8726806640625,1.507080078125
217,1.8837890625,1.50439453125
218,1.8748779296875,1.5079345703125
219,1.879638671875,1.492431640625
220,1.8814697265625,1.490478515625
221,1.88232421875,1.4998779296875
222,1.8809814453125,1.5035400390625
223,1.878662109375,1.4913330078125
224,1.8800048828125,1.48974609375
225,1.8841552734375,1.489501953125
226,1.876953125,1.5013427734375
227,1.8807373046875,1.4964599609375
228,1.878173828125,1.5015869140625
229,1.8837890625,1.4954833984375
230,1.88134765625,1.494384765625
231,1.882080078125,1.4925537109375
232,1.874755859375,1.4998779296875
233,1.8902587890625,1.494384765625
234,1.8804931640625,1.496826171875
235,1.8863525390625,1.50439453125
236,1.8812255859375,1.496826171875
237,1.8797607421875,1.5048828125
238,1.887451171875,1.493408203125
239,1.8831787109375,1.49560546875
240,1.884765625,1.5142822265625
241,1.88671875,1.4910888671875
242,1.885009765625,1.500244140625
243,1.881591796875,1.4910888671875
244,1.87451171875,1.4935302734375
245,1.8756103515625,1.488525390625
246,1.8751220703125,1.5054931640625
247,1.8773193359375,1.4964599609375
248,1.8809814453125,1.5008544921875
249,1.8829345703125,1.4957275390625
250,1.873046875,1.4957275390625
251,1.881591796875,1.5050048828125
252,1.8787841796875,1.48681640625
253,1.886474609375,1.497314453125
254,1.8861083984375,1.5020751953125
255,1.87841796875,1.4984130859375
256,1.885986328125,1.4969482421875
257,1.88330078125,1.4986572265625
258,1.8876953125,1.505615234375
259,1.8836669921875,1.5042724609375
260,1.8853759765625,1.4996337890625
261,1.8865966796875,1.5032958984375
262,1.8802490234375,1.49169921875
263,1.880615234375,1.5013427734375
264,1.8876953125,1.489013671875
265,1.8861083984375,1.5067138671875
266,1.8818359375,1.51416015625
267,1.8826904296875,1.5050048828125
268,1.8914794921875,1.4981689453125
269,1.883056640625,1.504150390625
270,1.882568359375,1.5020751953125
271,1.8829345703125,1.5
272,1.8812255859375,1.4898681640625
273,1.887939453125,1.5135498046875
274,1.8818359375,1.4993896484375
275,1.881591796875,1.5098876953125
276,1.87646484375,1.5008544921875
277,1.8802490234375,1.5067138671875
278,1.8822021484375,1.4981689453125
279,1.8782958984375,1.5009765625
280,1.8795166015625,1.5028076171875
281,1.8851318359375,1.4998779296875
282,1.884033203125,1.4930419921875
283,1.885986328125,1.4989013671875
284,1.8790283203125,1.4979248046875
285,1.8848876953125,1.5057373046875
286,1.8843994140625,1.494384765625
287,1.8763427734375,1.4967041015625
288,1.885498046875,1.492919921875
289,1.8890380859375,1.49267578125
290,1.8839111328125,1.4984130859375
291,1.8797607421875,1.4876708984375
292,1.8787841796875,1.4990234375
293,1.8804931640625,1.50634765625
294,1.8863525390625,1.5029296875
295,1.8792724609375,1.492919921875
296,1.8773193359375,1.5045166015625
297,1.885009765625,1.5078125
298,1.8819580078125,1.4990234375
299,1.885009765625,1.4920654296875
300,1.88330078125,1.51171875
301,1.889404296875,1.4830322265625
302,1.8878173828125,1.5006103515625
303,1.87890625,1.4918212890625
304,1.874755859375,1.4940185546875
305,1.88232421875,1.5023193359375
306,1.884521484375,1.5020751953125
307,1.8814697265625,1.502197265625
308,1.881103515625,1.488037109375
309,1.8819580078125,1.493896484375
310,1.876953125,1.5040283203125
311,1.8818359375,1.492431640625
312,1.883544921875,1.5040283203125
313,1.8790283203125,1.493896484375
314,1.8802490234375,1.5035400390625
315,1.8812255859375,1.5025634765625
316,1.8743896484375,1.5028076171875
317,1.88037109375,1.4912109375
318,1.8819580078125,1.504150390625
319,1.8909912109375,1.5137939453125
320,1.8887939453125,1.4952392578125
321,1.8818359375,1.4986572265625
322,1.889404296875,1.504638671875
323,1.88232421875,1.4920654296875
324,1.8856201171875,1.5091552734375
325,1.8861083984375,1.5128173828125
326,1.8900146484375,1.4903564453125
327,1.8743896484375,1.4954833984375
328,1.8829345703125,1.495849609375
329,1.8858642578125,1.4918212890625
330,1.87939453125,1.5135498046875
331,1.8809814453125,1.5091552734375
332,1.8798828125,1.4974365234375
333,1.8843994140625,1.4888916015625
334,1.876220703125,1.497314453125
335,1.87744140625,1.4979248046875
336,1.8770751953125,1.4976806640625
337,1.8883056640625,1.50341796875
338,1.882080078125,1.5089111328125
339,1.8865966796875,1.48876953125
340,1.8861083984375,1.4853515625
341,1.8775634765625,1.4876708984375
342,1.8868408203125,1.489501953125
343,1.875,1.5118408203125
344,1.885986328125,1.4874267578125
345,1.880859375,1.4881591796875
346,1.879150390625,1.513671875
347,1.8812255859375,1.4921875
348,1.88330078125,1.4971923828125
349,1.874267578125,1.4998779296875
350,1.884765625,1.5074462890625
351,1.8843994140625,1.4881591796875
352,1.882568359375,1.504150390625
353,1.8836669921875,1.4915771484375
354,1.8817138671875,1.499267578125
355,1.880126953125,1.5087890625
356,1.87890625,1.4925537109375
357,1.8896484375,1.5048828125
358,1.8826904296875,1.495361328125
359,1.8818359375,1.5054931640625
360,1.87841796875,1.48095703125
361,1.8868408203125,1.5064697265625
362,1.8843994140625,1.5006103515625
363,1.8818359375,1.5032958984375
364,1.885498046875,1.5062255859375
365,1.8857421875,1.5008544921875
366,1.8785400390625,1.5101318359375
367,1.879150390625,1.503173828125
368,1.88330078125,1.4976806640625
369,1.8848876953125,1.4942626953125
370,1.8763427734375,1.510009765625
371,1.884765625,1.4918212890625
372,1.8829345703125,1.5003662109375
373,1.8746337890625,1.493896484375
374,1.8857421875,1.4998779296875
375,1.8839111328125,1.506591796875
376,1.886474609375,1.5003662109375
377,1.8768310546875,1.4947509765625
378,1.885986328125,1.50244140625
379,1.8779296875,1.50927734375
380,1.882080078125,1.5079345703125
381,1.888916015625,1.505126953125
382,1.882568359375,1.522705078125
383,1.87939453125,1.486083984375
384,1.8758544921875,1.503662109375
385,1.886962890625,1.4921875
386,1.8856201171875,1.4993896484375
387,1.88427734375,1.4993896484375
388,1.887451171875,1.491943359375
389,1.8848876953125,1.505126953125
390,1.8817138671875,1.4981689453125
391,1.87890625,1.4930419921875
392,1.8804931640625,1.4993896484375
393,1.8848876953125,1.4915771484375
394,1.8818359375,1.4993896484375
395,1.8824462890625,1.4913330078125
396,1.888671875,1.51171875
397,1.880126953125,1.5006103515625
398,1.882080078125,1.501953125
399,1.8790283203125,1.503173828125
