Unnamed: 0,model,phase_strategy,threshold,bias,lr,initial_weights,neuron_outputs
39,phase-encoding,angle,0.3,True,0.02,0.4148859784394432,"[0.39501953125, 0.95361328125, 0.39697265625, 0.9566650390625, 0.3902587890625, 0.953857421875, 0.3948974609375, 0.94970703125, 0.39404296875, 0.953857421875, 0.396728515625, 0.9542236328125, 0.3997802734375, 0.952880859375, 0.3997802734375, 0.9481201171875, 0.403076171875, 0.9522705078125, 0.39404296875, 0.9559326171875]"
40,phase-encoding,angle,0.3,False,0.1,0.4148859784394432,"[0.690673828125, 0.1221923828125, 0.0931396484375, 0.10107421875, 0.7012939453125, 0.123291015625, 0.0999755859375, 0.0968017578125, 0.6929931640625, 0.1229248046875, 0.0947265625, 0.0941162109375, 0.698486328125, 0.1300048828125, 0.095947265625, 0.100830078125, 0.697509765625, 0.1239013671875, 0.0994873046875, 0.0889892578125]"
41,phase-encoding,angle,0.3,True,0.1,0.4148859784394432,"[0.8392333984375, 0.9344482421875, 0.8323974609375, 0.9326171875, 0.8409423828125, 0.9344482421875, 0.83740234375, 0.940673828125, 0.83642578125, 0.937744140625, 0.83642578125, 0.93212890625, 0.8360595703125, 0.931396484375, 0.8370361328125, 0.9376220703125, 0.8372802734375, 0.9373779296875, 0.8446044921875, 0.933349609375]"
42,phase-encoding,angle,0.5,False,0.02,0.4148859784394432,"[0.9744873046875, 0.004638671875, 0.4482421875, 0.450439453125, 0.975830078125, 0.0037841796875, 0.45263671875, 0.4427490234375, 0.97509765625, 0.0054931640625, 0.4520263671875, 0.4512939453125, 0.9757080078125, 0.0035400390625, 0.4512939453125, 0.4505615234375, 0.975341796875, 0.0040283203125, 0.4520263671875, 0.459228515625]"
43,phase-encoding,angle,0.5,True,0.02,0.4148859784394432,"[0.62646484375, 0.999755859375, 0.6229248046875, 0.9996337890625, 0.6168212890625, 0.9998779296875, 0.61962890625, 0.999755859375, 0.625244140625, 0.9996337890625, 0.617431640625, 0.999755859375, 0.6251220703125, 0.999755859375, 0.6368408203125, 0.99951171875, 0.628173828125, 0.9993896484375, 0.62646484375, 1.0]"
44,phase-encoding,angle,0.5,False,0.1,0.4148859784394432,"[0.9439697265625, 0.0, 0.3797607421875, 0.381103515625, 0.9461669921875, 0.000244140625, 0.3709716796875, 0.385986328125, 0.947265625, 0.0003662109375, 0.3780517578125, 0.3768310546875, 0.9447021484375, 0.000244140625, 0.38134765625, 0.3790283203125, 0.9429931640625, 0.00048828125, 0.3704833984375, 0.3770751953125]"
45,phase-encoding,angle,0.5,True,0.1,0.4148859784394432,"[0.9654541015625, 0.7813720703125, 0.9654541015625, 0.7794189453125, 0.9671630859375, 0.773193359375, 0.9656982421875, 0.780517578125, 0.9627685546875, 0.77978515625, 0.9688720703125, 0.7786865234375, 0.9683837890625, 0.7860107421875, 0.969970703125, 0.772705078125, 0.9654541015625, 0.7762451171875, 0.968994140625, 0.7744140625]"
46,phase-encoding,angle,0.7,False,0.02,0.4148859784394432,"[0.9967041015625, 0.07666015625, 0.6776123046875, 0.6693115234375, 0.997314453125, 0.0751953125, 0.678466796875, 0.6607666015625, 0.9964599609375, 0.0772705078125, 0.6595458984375, 0.6685791015625, 0.996826171875, 0.07763671875, 0.6627197265625, 0.659423828125, 0.99658203125, 0.081787109375, 0.6591796875, 0.6624755859375]"
47,phase-encoding,angle,0.7,True,0.02,0.4148859784394432,"[0.7841796875, 0.96435546875, 0.7894287109375, 0.9625244140625, 0.784912109375, 0.9669189453125, 0.783447265625, 0.9608154296875, 0.7794189453125, 0.9625244140625, 0.793701171875, 0.966064453125, 0.7896728515625, 0.96484375, 0.7816162109375, 0.9632568359375, 0.7852783203125, 0.961669921875, 0.79150390625, 0.9652099609375]"
48,phase-encoding,angle,0.7,False,0.1,0.4148859784394432,"[0.9793701171875, 0.006591796875, 0.474365234375, 0.4691162109375, 0.9805908203125, 0.0079345703125, 0.4771728515625, 0.4803466796875, 0.9810791015625, 0.0076904296875, 0.4732666015625, 0.4810791015625, 0.9798583984375, 0.007080078125, 0.471923828125, 0.4754638671875, 0.98046875, 0.0069580078125, 0.468994140625, 0.4647216796875]"
49,phase-encoding,angle,0.7,True,0.1,0.4148859784394432,"[0.9923095703125, 0.6932373046875, 0.992919921875, 0.6925048828125, 0.9921875, 0.6966552734375, 0.9923095703125, 0.694091796875, 0.992919921875, 0.7017822265625, 0.9925537109375, 0.69140625, 0.9923095703125, 0.677978515625, 0.9940185546875, 0.6956787109375, 0.9945068359375, 0.6922607421875, 0.9921875, 0.6868896484375]"
50,phase-encoding,angle,0.9,False,0.02,0.4148859784394432,"[0.9107666015625, 0.2574462890625, 0.8712158203125, 0.8623046875, 0.9107666015625, 0.2564697265625, 0.873291015625, 0.86474609375, 0.9075927734375, 0.2520751953125, 0.8753662109375, 0.8731689453125, 0.9140625, 0.2509765625, 0.8697509765625, 0.869384765625, 0.9066162109375, 0.257080078125, 0.873046875, 0.867431640625]"
51,phase-encoding,angle,0.9,True,0.02,0.4148859784394432,"[0.9267578125, 0.8572998046875, 0.9315185546875, 0.8507080078125, 0.927734375, 0.8499755859375, 0.9273681640625, 0.84716796875, 0.9241943359375, 0.8443603515625, 0.9227294921875, 0.851806640625, 0.9259033203125, 0.8447265625, 0.9217529296875, 0.853515625, 0.9326171875, 0.84765625, 0.92919921875, 0.8477783203125]"
52,phase-encoding,angle,0.9,False,0.1,0.4148859784394432,"[0.91015625, 0.2587890625, 0.86767578125, 0.8681640625, 0.912841796875, 0.2552490234375, 0.8763427734375, 0.863525390625, 0.9090576171875, 0.258056640625, 0.8726806640625, 0.869140625, 0.9052734375, 0.26025390625, 0.867431640625, 0.861572265625, 0.9107666015625, 0.2593994140625, 0.8734130859375, 0.875244140625]"
53,phase-encoding,angle,0.9,True,0.1,0.4148859784394432,"[0.92236328125, 0.8563232421875, 0.924072265625, 0.8587646484375, 0.924560546875, 0.864990234375, 0.9207763671875, 0.8543701171875, 0.925537109375, 0.853515625, 0.919677734375, 0.8558349609375, 0.926025390625, 0.8563232421875, 0.92431640625, 0.852783203125, 0.925537109375, 0.8585205078125, 0.9166259765625, 0.8519287109375]"
54,phase-encoding,radius,0.3,False,0.02,0.4148859784394432,"[0.6971435546875, 0.0965576171875, 0.095458984375, 0.6888427734375, 0.6939697265625, 0.0958251953125, 0.0970458984375, 0.70263671875, 0.6951904296875, 0.0992431640625, 0.0904541015625, 0.6981201171875, 0.7003173828125, 0.0877685546875, 0.0980224609375, 0.6864013671875, 0.6942138671875, 0.0966796875, 0.09375, 0.68603515625]"
55,phase-encoding,radius,0.3,True,0.02,0.4148859784394432,"[0.2852783203125, 0.2838134765625, 0.28369140625, 0.2857666015625, 0.2939453125, 0.278076171875, 0.287841796875, 0.279296875, 0.2840576171875, 0.28369140625, 0.2757568359375, 0.2813720703125, 0.2862548828125, 0.2779541015625, 0.2830810546875, 0.28173828125, 0.284423828125, 0.2713623046875, 0.2835693359375, 0.2777099609375]"
56,phase-encoding,radius,0.3,False,0.1,0.4148859784394432,"[0.6973876953125, 0.097900390625, 0.0933837890625, 0.6971435546875, 0.6900634765625, 0.0908203125, 0.0950927734375, 0.691650390625, 0.700927734375, 0.0960693359375, 0.0989990234375, 0.7042236328125, 0.69775390625, 0.0921630859375, 0.0985107421875, 0.702392578125, 0.694091796875, 0.0977783203125, 0.09716796875, 0.7142333984375]"
57,phase-encoding,radius,0.3,True,0.1,0.4148859784394432,"[0.2900390625, 0.282958984375, 0.28369140625, 0.2813720703125, 0.27783203125, 0.2808837890625, 0.287841796875, 0.28857421875, 0.2916259765625, 0.281005859375, 0.2823486328125, 0.29052734375, 0.27978515625, 0.2779541015625, 0.2828369140625, 0.2862548828125, 0.2869873046875, 0.2886962890625, 0.2901611328125, 0.277587890625]"
58,phase-encoding,radius,0.5,False,0.02,0.4148859784394432,"[0.7008056640625, 0.0941162109375, 0.09228515625, 0.6932373046875, 0.683349609375, 0.092041015625, 0.0982666015625, 0.7000732421875, 0.6925048828125, 0.0970458984375, 0.0948486328125, 0.6949462890625, 0.695556640625, 0.095947265625, 0.091796875, 0.6947021484375, 0.69580078125, 0.0963134765625, 0.094970703125, 0.691162109375]"
59,phase-encoding,radius,0.5,True,0.02,0.4148859784394432,"[0.4666748046875, 0.455078125, 0.4541015625, 0.45751953125, 0.463134765625, 0.457275390625, 0.4639892578125, 0.4598388671875, 0.4620361328125, 0.4608154296875, 0.459228515625, 0.465087890625, 0.4591064453125, 0.476318359375, 0.4671630859375, 0.456298828125, 0.464111328125, 0.4649658203125, 0.46630859375, 0.4571533203125]"
60,phase-encoding,radius,0.5,False,0.1,0.4148859784394432,"[0.7032470703125, 0.0980224609375, 0.0904541015625, 0.69677734375, 0.689453125, 0.0955810546875, 0.0980224609375, 0.69921875, 0.6959228515625, 0.0914306640625, 0.1026611328125, 0.689453125, 0.6986083984375, 0.093505859375, 0.097900390625, 0.6959228515625, 0.6942138671875, 0.092041015625, 0.1002197265625, 0.692626953125]"
61,phase-encoding,radius,0.5,True,0.1,0.4148859784394432,"[0.278076171875, 0.2872314453125, 0.27197265625, 0.2913818359375, 0.292236328125, 0.2833251953125, 0.2802734375, 0.2928466796875, 0.2896728515625, 0.28955078125, 0.28271484375, 0.279541015625, 0.2752685546875, 0.29150390625, 0.2784423828125, 0.2806396484375, 0.2850341796875, 0.2825927734375, 0.281494140625, 0.2838134765625]"
62,phase-encoding,radius,0.7,False,0.02,0.4148859784394432,"[0.7012939453125, 0.101806640625, 0.0946044921875, 0.6966552734375, 0.700439453125, 0.0947265625, 0.0933837890625, 0.705078125, 0.698486328125, 0.09326171875, 0.092529296875, 0.6951904296875, 0.69775390625, 0.0926513671875, 0.096435546875, 0.69287109375, 0.69384765625, 0.0877685546875, 0.0849609375, 0.69775390625]"
63,phase-encoding,radius,0.7,True,0.02,0.4148859784394432,"[0.69580078125, 0.6856689453125, 0.684326171875, 0.693603515625, 0.696533203125, 0.687744140625, 0.6884765625, 0.6976318359375, 0.6849365234375, 0.6951904296875, 0.6988525390625, 0.690673828125, 0.6961669921875, 0.6915283203125, 0.6910400390625, 0.688720703125, 0.6983642578125, 0.6881103515625, 0.683837890625, 0.6866455078125]"
64,phase-encoding,radius,0.7,False,0.1,0.4148859784394432,"[0.6881103515625, 0.0941162109375, 0.1026611328125, 0.6968994140625, 0.6949462890625, 0.093017578125, 0.09375, 0.70068359375, 0.698974609375, 0.0928955078125, 0.09716796875, 0.69580078125, 0.6973876953125, 0.09423828125, 0.10205078125, 0.69873046875, 0.6976318359375, 0.0975341796875, 0.0958251953125, 0.7003173828125]"
65,phase-encoding,radius,0.7,True,0.1,0.4148859784394432,"[0.503662109375, 0.5015869140625, 0.51513671875, 0.5106201171875, 0.5050048828125, 0.4998779296875, 0.5084228515625, 0.504150390625, 0.5177001953125, 0.5113525390625, 0.504150390625, 0.5054931640625, 0.5, 0.504638671875, 0.508544921875, 0.5010986328125, 0.5076904296875, 0.5106201171875, 0.5128173828125, 0.499755859375]"
66,phase-encoding,radius,0.9,False,0.02,0.4148859784394432,"[0.7027587890625, 0.0947265625, 0.09619140625, 0.7022705078125, 0.702392578125, 0.08984375, 0.097412109375, 0.690673828125, 0.701904296875, 0.093017578125, 0.0921630859375, 0.6907958984375, 0.7049560546875, 0.0921630859375, 0.0924072265625, 0.69189453125, 0.6959228515625, 0.0911865234375, 0.098388671875, 0.6859130859375]"
67,phase-encoding,radius,0.9,True,0.02,0.4148859784394432,"[0.9071044921875, 0.9102783203125, 0.9072265625, 0.9102783203125, 0.9097900390625, 0.904296875, 0.9073486328125, 0.9063720703125, 0.90234375, 0.9105224609375, 0.9041748046875, 0.9029541015625, 0.9063720703125, 0.9097900390625, 0.9083251953125, 0.9051513671875, 0.9007568359375, 0.904541015625, 0.907958984375, 0.9036865234375]"
68,phase-encoding,radius,0.9,False,0.1,0.4148859784394432,"[0.68505859375, 0.091064453125, 0.0931396484375, 0.6839599609375, 0.6917724609375, 0.0916748046875, 0.1002197265625, 0.700439453125, 0.69140625, 0.0997314453125, 0.098388671875, 0.6990966796875, 0.6927490234375, 0.093505859375, 0.093994140625, 0.6856689453125, 0.687744140625, 0.10009765625, 0.09375, 0.68798828125]"
69,phase-encoding,radius,0.9,True,0.1,0.4148859784394432,"[0.73193359375, 0.73046875, 0.7325439453125, 0.7340087890625, 0.738525390625, 0.73681640625, 0.728271484375, 0.72119140625, 0.7392578125, 0.727294921875, 0.7384033203125, 0.7344970703125, 0.7318115234375, 0.727783203125, 0.734619140625, 0.73046875, 0.7386474609375, 0.731201171875, 0.72998046875, 0.73095703125]"
70,phase-encoding,angleradius,0.3,False,0.02,0.4148859784394432,"[0.2730712890625, 0.2667236328125, 0.8795166015625, 0.0157470703125, 0.274658203125, 0.2708740234375, 0.8895263671875, 0.01611328125, 0.2723388671875, 0.2662353515625, 0.8828125, 0.01611328125, 0.263671875, 0.271484375, 0.8797607421875, 0.0152587890625, 0.2596435546875, 0.2630615234375, 0.8802490234375, 0.0152587890625]"
71,phase-encoding,angleradius,0.3,True,0.02,0.4148859784394432,"[0.3541259765625, 0.93603515625, 0.34326171875, 0.925537109375, 0.3402099609375, 0.9256591796875, 0.3397216796875, 0.926025390625, 0.348388671875, 0.9281005859375, 0.35009765625, 0.925537109375, 0.33984375, 0.92919921875, 0.342041015625, 0.931640625, 0.338623046875, 0.928466796875, 0.3333740234375, 0.9256591796875]"
72,phase-encoding,angleradius,0.3,False,0.1,0.4148859784394432,"[0.041259765625, 0.0369873046875, 0.5919189453125, 0.2109375, 0.038330078125, 0.03662109375, 0.58740234375, 0.20947265625, 0.03857421875, 0.041748046875, 0.592529296875, 0.2103271484375, 0.039306640625, 0.03955078125, 0.600341796875, 0.2081298828125, 0.03662109375, 0.038330078125, 0.584228515625, 0.2017822265625]"
73,phase-encoding,angleradius,0.3,True,0.1,0.4148859784394432,"[0.247314453125, 0.8587646484375, 0.23193359375, 0.8603515625, 0.2518310546875, 0.8641357421875, 0.2451171875, 0.8599853515625, 0.2352294921875, 0.8624267578125, 0.2470703125, 0.8641357421875, 0.2479248046875, 0.862060546875, 0.240478515625, 0.860595703125, 0.236083984375, 0.86083984375, 0.239501953125, 0.8607177734375]"
74,phase-encoding,angleradius,0.5,False,0.02,0.4148859784394432,"[0.4332275390625, 0.44140625, 0.972900390625, 0.0025634765625, 0.4365234375, 0.441650390625, 0.9647216796875, 0.001953125, 0.4461669921875, 0.431640625, 0.9686279296875, 0.0015869140625, 0.4422607421875, 0.4329833984375, 0.967041015625, 0.0025634765625, 0.4378662109375, 0.4498291015625, 0.9720458984375, 0.002197265625]"
75,phase-encoding,angleradius,0.5,True,0.02,0.4148859784394432,"[0.9713134765625, 0.4349365234375, 0.9676513671875, 0.4439697265625, 0.9708251953125, 0.441162109375, 0.971435546875, 0.4427490234375, 0.97119140625, 0.43994140625, 0.9674072265625, 0.439697265625, 0.970458984375, 0.43798828125, 0.9700927734375, 0.4376220703125, 0.9652099609375, 0.4366455078125, 0.9674072265625, 0.44287109375]"
76,phase-encoding,angleradius,0.5,False,0.1,0.4148859784394432,"[0.147216796875, 0.149169921875, 0.769287109375, 0.0762939453125, 0.1474609375, 0.14697265625, 0.759521484375, 0.0751953125, 0.14990234375, 0.1458740234375, 0.7669677734375, 0.0762939453125, 0.1444091796875, 0.1522216796875, 0.7725830078125, 0.0731201171875, 0.153564453125, 0.15185546875, 0.774658203125, 0.0750732421875]"
77,phase-encoding,angleradius,0.5,True,0.1,0.4148859784394432,"[0.968994140625, 0.436767578125, 0.9693603515625, 0.4241943359375, 0.972900390625, 0.444580078125, 0.9737548828125, 0.4337158203125, 0.9676513671875, 0.434326171875, 0.96826171875, 0.4371337890625, 0.9678955078125, 0.4326171875, 0.96826171875, 0.4385986328125, 0.969482421875, 0.4393310546875, 0.9677734375, 0.437744140625]"
78,phase-encoding,angleradius,0.7,False,0.02,0.4148859784394432,"[0.6243896484375, 0.620361328125, 0.9998779296875, 0.052978515625, 0.62841796875, 0.6170654296875, 0.999755859375, 0.0565185546875, 0.628173828125, 0.6297607421875, 0.999755859375, 0.053466796875, 0.6199951171875, 0.6273193359375, 0.9998779296875, 0.054931640625, 0.621826171875, 0.6190185546875, 1.0, 0.0511474609375]"
79,phase-encoding,angleradius,0.7,True,0.02,0.4148859784394432,"[0.9718017578125, 0.43798828125, 0.9698486328125, 0.4346923828125, 0.96630859375, 0.4420166015625, 0.9722900390625, 0.4339599609375, 0.9703369140625, 0.4337158203125, 0.96923828125, 0.435546875, 0.9730224609375, 0.446533203125, 0.9705810546875, 0.433837890625, 0.972412109375, 0.4373779296875, 0.9716796875, 0.4334716796875]"
80,phase-encoding,angleradius,0.7,False,0.1,0.4148859784394432,"[0.528076171875, 0.5225830078125, 0.9930419921875, 0.017822265625, 0.52392578125, 0.5301513671875, 0.9925537109375, 0.01806640625, 0.519287109375, 0.5230712890625, 0.9927978515625, 0.018798828125, 0.52587890625, 0.521484375, 0.9921875, 0.0186767578125, 0.526611328125, 0.5146484375, 0.9918212890625, 0.0194091796875]"
81,phase-encoding,angleradius,0.7,True,0.1,0.4148859784394432,"[0.9696044921875, 0.4395751953125, 0.9722900390625, 0.439697265625, 0.9693603515625, 0.440185546875, 0.9716796875, 0.4405517578125, 0.9700927734375, 0.443603515625, 0.971923828125, 0.4366455078125, 0.97265625, 0.4351806640625, 0.9698486328125, 0.4334716796875, 0.97216796875, 0.4390869140625, 0.96923828125, 0.43896484375]"
82,phase-encoding,angleradius,0.9,False,0.02,0.4148859784394432,"[0.8057861328125, 0.80419921875, 0.17626953125, 0.953857421875, 0.8087158203125, 0.8092041015625, 0.184814453125, 0.9501953125, 0.81591796875, 0.807861328125, 0.1883544921875, 0.9501953125, 0.8131103515625, 0.802490234375, 0.1846923828125, 0.95263671875, 0.80615234375, 0.802978515625, 0.1783447265625, 0.95068359375]"
83,phase-encoding,angleradius,0.9,True,0.02,0.4148859784394432,"[0.9722900390625, 0.4390869140625, 0.969970703125, 0.4403076171875, 0.9713134765625, 0.440185546875, 0.9730224609375, 0.434814453125, 0.970947265625, 0.4346923828125, 0.9700927734375, 0.4432373046875, 0.9735107421875, 0.4425048828125, 0.97265625, 0.4404296875, 0.972412109375, 0.443115234375, 0.9696044921875, 0.43603515625]"
84,phase-encoding,angleradius,0.9,False,0.1,0.4148859784394432,"[0.7041015625, 0.7227783203125, 0.98779296875, 0.1005859375, 0.7218017578125, 0.7197265625, 0.98779296875, 0.10498046875, 0.7093505859375, 0.7147216796875, 0.9869384765625, 0.1063232421875, 0.707275390625, 0.7093505859375, 0.98876953125, 0.1051025390625, 0.7080078125, 0.7078857421875, 0.9876708984375, 0.1077880859375]"
85,phase-encoding,angleradius,0.9,True,0.1,0.4148859784394432,"[0.9671630859375, 0.454833984375, 0.97412109375, 0.4266357421875, 0.9720458984375, 0.44287109375, 0.97119140625, 0.4378662109375, 0.973388671875, 0.4317626953125, 0.9722900390625, 0.440185546875, 0.9716796875, 0.4334716796875, 0.9708251953125, 0.4351806640625, 0.97412109375, 0.4451904296875, 0.969482421875, 0.4422607421875]"
86,phase-encoding,original,0.3,False,0.02,0.0014268805627581,"[0.6298828125, 0.629150390625, 0.6243896484375, 0.6400146484375, 0.6322021484375, 0.6287841796875, 0.6329345703125, 0.6402587890625, 0.633544921875, 0.6285400390625, 0.64111328125, 0.619873046875, 0.62890625, 0.6329345703125, 0.64404296875, 0.6383056640625, 0.6370849609375, 0.6376953125, 0.638671875, 0.636474609375]"
87,phase-encoding,original,0.3,True,0.02,0.0014268805627581,"[0.6337890625, 0.6312255859375, 0.6312255859375, 0.629150390625, 0.63671875, 0.618408203125, 0.6424560546875, 0.63330078125, 0.635498046875, 0.640380859375, 0.627685546875, 0.633056640625, 0.636474609375, 0.6319580078125, 0.642822265625, 0.6365966796875, 0.6270751953125, 0.6376953125, 0.6219482421875, 0.631591796875]"
88,phase-encoding,original,0.3,False,0.1,0.0014268805627581,"[0.6309814453125, 0.633544921875, 0.6358642578125, 0.632568359375, 0.630859375, 0.63427734375, 0.63671875, 0.629150390625, 0.639892578125, 0.632080078125, 0.6358642578125, 0.6326904296875, 0.640869140625, 0.6275634765625, 0.630126953125, 0.631591796875, 0.6331787109375, 0.6309814453125, 0.6295166015625, 0.6334228515625]"
89,phase-encoding,original,0.3,True,0.1,0.0014268805627581,"[0.639404296875, 0.628173828125, 0.6473388671875, 0.6356201171875, 0.636474609375, 0.6412353515625, 0.6246337890625, 0.6331787109375, 0.6319580078125, 0.643798828125, 0.6390380859375, 0.6378173828125, 0.6322021484375, 0.639404296875, 0.634765625, 0.6417236328125, 0.62744140625, 0.632568359375, 0.6376953125, 0.6263427734375]"
90,phase-encoding,original,0.5,False,0.02,0.0014268805627581,"[0.634033203125, 0.63623046875, 0.6396484375, 0.629150390625, 0.6287841796875, 0.63818359375, 0.6365966796875, 0.6396484375, 0.633544921875, 0.633056640625, 0.6346435546875, 0.634521484375, 0.6427001953125, 0.6292724609375, 0.631591796875, 0.643310546875, 0.6278076171875, 0.6229248046875, 0.6409912109375, 0.6217041015625]"
91,phase-encoding,original,0.5,True,0.02,0.0014268805627581,"[0.6373291015625, 0.6326904296875, 0.6341552734375, 0.63330078125, 0.629638671875, 0.63330078125, 0.6346435546875, 0.6312255859375, 0.64404296875, 0.63818359375, 0.633056640625, 0.635986328125, 0.6265869140625, 0.634033203125, 0.625244140625, 0.629150390625, 0.624755859375, 0.6317138671875, 0.6297607421875, 0.626708984375]"
92,phase-encoding,original,0.5,False,0.1,0.0014268805627581,"[0.637451171875, 0.6378173828125, 0.630615234375, 0.635986328125, 0.6209716796875, 0.630615234375, 0.63623046875, 0.6392822265625, 0.6265869140625, 0.642333984375, 0.62890625, 0.6365966796875, 0.6368408203125, 0.6402587890625, 0.6390380859375, 0.63330078125, 0.6275634765625, 0.630126953125, 0.6312255859375, 0.6337890625]"
93,phase-encoding,original,0.5,True,0.1,0.0014268805627581,"[0.6339111328125, 0.63623046875, 0.6339111328125, 0.627685546875, 0.6341552734375, 0.633056640625, 0.6302490234375, 0.625732421875, 0.63623046875, 0.639404296875, 0.63232421875, 0.6339111328125, 0.64306640625, 0.6309814453125, 0.63720703125, 0.6312255859375, 0.641845703125, 0.63671875, 0.630859375, 0.6390380859375]"
94,phase-encoding,original,0.7,False,0.02,0.0014268805627581,"[0.63232421875, 0.636962890625, 0.639404296875, 0.633544921875, 0.63330078125, 0.6405029296875, 0.6258544921875, 0.632568359375, 0.6363525390625, 0.638671875, 0.632568359375, 0.6346435546875, 0.636474609375, 0.64404296875, 0.6375732421875, 0.63330078125, 0.633544921875, 0.6285400390625, 0.6287841796875, 0.6383056640625]"
95,phase-encoding,original,0.7,True,0.02,0.0014268805627581,"[0.6304931640625, 0.62939453125, 0.6468505859375, 0.640869140625, 0.6275634765625, 0.64208984375, 0.63330078125, 0.6278076171875, 0.6429443359375, 0.6356201171875, 0.63916015625, 0.6339111328125, 0.63525390625, 0.6370849609375, 0.642333984375, 0.6409912109375, 0.6336669921875, 0.6331787109375, 0.638671875, 0.640380859375]"
96,phase-encoding,original,0.7,False,0.1,0.0014268805627581,"[0.6378173828125, 0.6368408203125, 0.6290283203125, 0.63720703125, 0.6304931640625, 0.6253662109375, 0.6395263671875, 0.6322021484375, 0.6357421875, 0.634765625, 0.6356201171875, 0.6365966796875, 0.62890625, 0.6260986328125, 0.6300048828125, 0.6370849609375, 0.6397705078125, 0.6370849609375, 0.631103515625, 0.6365966796875]"
97,phase-encoding,original,0.7,True,0.1,0.0014268805627581,"[0.6329345703125, 0.6297607421875, 0.63427734375, 0.6318359375, 0.6365966796875, 0.6396484375, 0.6273193359375, 0.6319580078125, 0.6351318359375, 0.631591796875, 0.642333984375, 0.64111328125, 0.6456298828125, 0.6392822265625, 0.6376953125, 0.6253662109375, 0.6295166015625, 0.634033203125, 0.629150390625, 0.632568359375]"
98,phase-encoding,original,0.9,False,0.02,0.0014268805627581,"[0.63232421875, 0.6427001953125, 0.6378173828125, 0.63037109375, 0.6298828125, 0.6278076171875, 0.6441650390625, 0.628662109375, 0.630615234375, 0.633544921875, 0.640380859375, 0.635986328125, 0.6314697265625, 0.625, 0.6171875, 0.6322021484375, 0.6318359375, 0.6307373046875, 0.6353759765625, 0.633056640625]"
99,phase-encoding,original,0.9,True,0.02,0.0014268805627581,"[0.6368408203125, 0.643798828125, 0.629150390625, 0.6422119140625, 0.628662109375, 0.6334228515625, 0.6385498046875, 0.6412353515625, 0.6357421875, 0.62744140625, 0.632568359375, 0.6419677734375, 0.6387939453125, 0.6322021484375, 0.633056640625, 0.637451171875, 0.63427734375, 0.62890625, 0.6409912109375, 0.6334228515625]"
