Unnamed: 0,model,phase_strategy,threshold,bias,lr,initial_weights,neuron_outputs
100,phase-encoding,original,0.9,False,0.1,0.0014268805627581,"[0.6336669921875, 0.6339111328125, 0.64208984375, 0.6383056640625, 0.638671875, 0.6202392578125, 0.640869140625, 0.63916015625, 0.6314697265625, 0.6322021484375, 0.6395263671875, 0.6446533203125, 0.6351318359375, 0.636474609375, 0.6337890625, 0.6280517578125, 0.6356201171875, 0.6275634765625, 0.628662109375, 0.631591796875]"
101,phase-encoding,original,0.9,True,0.1,0.0014268805627581,"[0.6378173828125, 0.63330078125, 0.6334228515625, 0.6297607421875, 0.6365966796875, 0.636474609375, 0.63818359375, 0.642333984375, 0.627685546875, 0.6358642578125, 0.635498046875, 0.630615234375, 0.6456298828125, 0.637939453125, 0.637451171875, 0.639892578125, 0.6435546875, 0.6373291015625, 0.630859375, 0.62841796875]"
102,phase-encoding,angle,0.3,False,0.02,0.0014268805627581,"[0.8646240234375, 0.019287109375, 0.2586669921875, 0.2557373046875, 0.8687744140625, 0.0218505859375, 0.2508544921875, 0.2557373046875, 0.873046875, 0.0191650390625, 0.2503662109375, 0.2615966796875, 0.871826171875, 0.022216796875, 0.253662109375, 0.25732421875, 0.861572265625, 0.0201416015625, 0.25732421875, 0.259033203125]"
103,phase-encoding,angle,0.3,True,0.02,0.0014268805627581,"[0.3948974609375, 0.9542236328125, 0.3941650390625, 0.95458984375, 0.3983154296875, 0.9522705078125, 0.38671875, 0.951416015625, 0.3975830078125, 0.9493408203125, 0.3936767578125, 0.952880859375, 0.4002685546875, 0.9520263671875, 0.3975830078125, 0.9549560546875, 0.3865966796875, 0.9566650390625, 0.389404296875, 0.95703125]"
104,phase-encoding,angle,0.3,False,0.1,0.0014268805627581,"[0.69921875, 0.1285400390625, 0.09912109375, 0.10205078125, 0.693603515625, 0.1302490234375, 0.095947265625, 0.0989990234375, 0.6988525390625, 0.1259765625, 0.098876953125, 0.0966796875, 0.6982421875, 0.125, 0.0958251953125, 0.0916748046875, 0.69482421875, 0.1212158203125, 0.0970458984375, 0.093017578125]"
105,phase-encoding,angle,0.3,True,0.1,0.0014268805627581,"[0.8438720703125, 0.9404296875, 0.8331298828125, 0.92724609375, 0.83056640625, 0.93505859375, 0.83837890625, 0.9393310546875, 0.8387451171875, 0.93408203125, 0.830810546875, 0.936279296875, 0.8284912109375, 0.931640625, 0.83251953125, 0.93701171875, 0.836181640625, 0.93359375, 0.8343505859375, 0.937744140625]"
106,phase-encoding,angle,0.5,False,0.02,0.0014268805627581,"[0.9864501953125, 0.0107421875, 0.497802734375, 0.493896484375, 0.9840087890625, 0.00927734375, 0.4898681640625, 0.4849853515625, 0.98291015625, 0.0087890625, 0.490478515625, 0.498779296875, 0.985595703125, 0.01171875, 0.495849609375, 0.4853515625, 0.9866943359375, 0.009033203125, 0.4853515625, 0.49169921875]"
107,phase-encoding,angle,0.5,True,0.02,0.0014268805627581,"[0.622802734375, 0.999755859375, 0.62060546875, 0.999267578125, 0.6351318359375, 0.999755859375, 0.6312255859375, 0.9996337890625, 0.6158447265625, 0.999755859375, 0.6318359375, 0.9998779296875, 0.63671875, 0.99951171875, 0.630126953125, 0.9993896484375, 0.6236572265625, 0.9998779296875, 0.62451171875, 0.999755859375]"
108,phase-encoding,angle,0.5,False,0.1,0.0014268805627581,"[0.9443359375, 0.00048828125, 0.3760986328125, 0.3782958984375, 0.9443359375, 0.000244140625, 0.3818359375, 0.373046875, 0.9468994140625, 0.000244140625, 0.372802734375, 0.3843994140625, 0.949951171875, 0.0, 0.377197265625, 0.3734130859375, 0.9437255859375, 0.0003662109375, 0.373779296875, 0.372802734375]"
109,phase-encoding,angle,0.5,True,0.1,0.0014268805627581,"[0.9615478515625, 0.7655029296875, 0.9615478515625, 0.7779541015625, 0.969970703125, 0.786376953125, 0.9669189453125, 0.7816162109375, 0.9676513671875, 0.776611328125, 0.9677734375, 0.778564453125, 0.9656982421875, 0.772216796875, 0.968017578125, 0.77783203125, 0.9676513671875, 0.7769775390625, 0.9619140625, 0.7777099609375]"
110,phase-encoding,angle,0.7,False,0.02,0.0014268805627581,"[0.994873046875, 0.089111328125, 0.687744140625, 0.689697265625, 0.9951171875, 0.087890625, 0.6854248046875, 0.6929931640625, 0.993896484375, 0.08740234375, 0.6832275390625, 0.6893310546875, 0.9942626953125, 0.0882568359375, 0.6824951171875, 0.6807861328125, 0.9932861328125, 0.09228515625, 0.680419921875, 0.6888427734375]"
111,phase-encoding,angle,0.7,True,0.02,0.0014268805627581,"[0.780517578125, 0.9647216796875, 0.782470703125, 0.9661865234375, 0.7664794921875, 0.96435546875, 0.77392578125, 0.96435546875, 0.7794189453125, 0.965087890625, 0.78564453125, 0.96630859375, 0.782470703125, 0.961669921875, 0.78662109375, 0.9644775390625, 0.7843017578125, 0.964111328125, 0.7818603515625, 0.966064453125]"
112,phase-encoding,angle,0.7,False,0.1,0.0014268805627581,"[0.981201171875, 0.0067138671875, 0.474609375, 0.4722900390625, 0.9814453125, 0.0069580078125, 0.4744873046875, 0.4716796875, 0.979736328125, 0.007080078125, 0.470947265625, 0.47412109375, 0.9796142578125, 0.0076904296875, 0.4674072265625, 0.4801025390625, 0.978515625, 0.00732421875, 0.4744873046875, 0.45703125]"
113,phase-encoding,angle,0.7,True,0.1,0.0014268805627581,"[0.993408203125, 0.68896484375, 0.9930419921875, 0.6923828125, 0.992431640625, 0.6881103515625, 0.9942626953125, 0.6876220703125, 0.993408203125, 0.6962890625, 0.99462890625, 0.6961669921875, 0.99365234375, 0.686767578125, 0.9932861328125, 0.6854248046875, 0.9927978515625, 0.693359375, 0.9931640625, 0.6907958984375]"
114,phase-encoding,angle,0.9,False,0.02,0.0014268805627581,"[0.8955078125, 0.262939453125, 0.8870849609375, 0.876708984375, 0.8985595703125, 0.2696533203125, 0.8828125, 0.8814697265625, 0.9049072265625, 0.259765625, 0.884521484375, 0.8863525390625, 0.903076171875, 0.280029296875, 0.8837890625, 0.8809814453125, 0.9005126953125, 0.266357421875, 0.884765625, 0.8857421875]"
115,phase-encoding,angle,0.9,True,0.02,0.0014268805627581,"[0.930908203125, 0.8492431640625, 0.928955078125, 0.8511962890625, 0.92919921875, 0.8502197265625, 0.931396484375, 0.84716796875, 0.9224853515625, 0.8455810546875, 0.92333984375, 0.8468017578125, 0.9249267578125, 0.8602294921875, 0.9232177734375, 0.84375, 0.9263916015625, 0.85205078125, 0.93115234375, 0.846923828125]"
116,phase-encoding,angle,0.9,False,0.1,0.0014268805627581,"[0.9102783203125, 0.2501220703125, 0.876953125, 0.8692626953125, 0.9034423828125, 0.257568359375, 0.8739013671875, 0.86962890625, 0.910400390625, 0.2568359375, 0.866455078125, 0.8663330078125, 0.9111328125, 0.2489013671875, 0.86767578125, 0.8734130859375, 0.911376953125, 0.2459716796875, 0.8682861328125, 0.8740234375]"
117,phase-encoding,angle,0.9,True,0.1,0.0014268805627581,"[0.9210205078125, 0.850830078125, 0.91845703125, 0.852294921875, 0.9254150390625, 0.85205078125, 0.920654296875, 0.864013671875, 0.9244384765625, 0.8533935546875, 0.92138671875, 0.8524169921875, 0.9171142578125, 0.8514404296875, 0.9207763671875, 0.85205078125, 0.927734375, 0.859130859375, 0.9224853515625, 0.8509521484375]"
118,phase-encoding,radius,0.3,False,0.02,0.0014268805627581,"[0.6998291015625, 0.0909423828125, 0.0914306640625, 0.7025146484375, 0.6865234375, 0.092041015625, 0.0977783203125, 0.694580078125, 0.6947021484375, 0.09619140625, 0.0921630859375, 0.689697265625, 0.6986083984375, 0.09423828125, 0.0980224609375, 0.6934814453125, 0.6947021484375, 0.0924072265625, 0.091552734375, 0.696533203125]"
119,phase-encoding,radius,0.3,True,0.02,0.0014268805627581,"[0.287841796875, 0.2872314453125, 0.287841796875, 0.2742919921875, 0.2850341796875, 0.284423828125, 0.29052734375, 0.27783203125, 0.2725830078125, 0.2847900390625, 0.276123046875, 0.2857666015625, 0.2734375, 0.2921142578125, 0.2801513671875, 0.2828369140625, 0.285400390625, 0.2813720703125, 0.2799072265625, 0.279541015625]"
120,phase-encoding,radius,0.3,False,0.1,0.0014268805627581,"[0.7000732421875, 0.09130859375, 0.09326171875, 0.694091796875, 0.6954345703125, 0.0936279296875, 0.0989990234375, 0.69775390625, 0.696533203125, 0.0946044921875, 0.097412109375, 0.6907958984375, 0.6982421875, 0.0963134765625, 0.0894775390625, 0.7003173828125, 0.697021484375, 0.0872802734375, 0.090576171875, 0.6934814453125]"
121,phase-encoding,radius,0.3,True,0.1,0.0014268805627581,"[0.27783203125, 0.28466796875, 0.2899169921875, 0.2818603515625, 0.283935546875, 0.2847900390625, 0.2860107421875, 0.2891845703125, 0.2808837890625, 0.2928466796875, 0.2926025390625, 0.2828369140625, 0.2799072265625, 0.2926025390625, 0.2811279296875, 0.28271484375, 0.2816162109375, 0.2869873046875, 0.281494140625, 0.2821044921875]"
122,phase-encoding,radius,0.5,False,0.02,0.0014268805627581,"[0.6939697265625, 0.0992431640625, 0.094970703125, 0.6864013671875, 0.697265625, 0.0897216796875, 0.08984375, 0.6893310546875, 0.6939697265625, 0.099853515625, 0.095947265625, 0.70068359375, 0.6939697265625, 0.0936279296875, 0.0926513671875, 0.6953125, 0.6949462890625, 0.089111328125, 0.0914306640625, 0.69287109375]"
123,phase-encoding,radius,0.5,True,0.02,0.0014268805627581,"[0.458984375, 0.47119140625, 0.4659423828125, 0.455810546875, 0.46484375, 0.4625244140625, 0.462158203125, 0.454345703125, 0.4649658203125, 0.468994140625, 0.4593505859375, 0.4620361328125, 0.459228515625, 0.45751953125, 0.463134765625, 0.4610595703125, 0.4605712890625, 0.451904296875, 0.4576416015625, 0.4715576171875]"
124,phase-encoding,radius,0.5,False,0.1,0.0014268805627581,"[0.701904296875, 0.0938720703125, 0.0914306640625, 0.696044921875, 0.6929931640625, 0.0933837890625, 0.097900390625, 0.69384765625, 0.685302734375, 0.090087890625, 0.09423828125, 0.693603515625, 0.6893310546875, 0.101318359375, 0.096923828125, 0.6932373046875, 0.6917724609375, 0.0947265625, 0.0911865234375, 0.694580078125]"
125,phase-encoding,radius,0.5,True,0.1,0.0014268805627581,"[0.2813720703125, 0.290771484375, 0.285888671875, 0.2845458984375, 0.2822265625, 0.284912109375, 0.2802734375, 0.286865234375, 0.2713623046875, 0.2889404296875, 0.2880859375, 0.2957763671875, 0.2825927734375, 0.2900390625, 0.286376953125, 0.2783203125, 0.2730712890625, 0.2857666015625, 0.2786865234375, 0.2767333984375]"
126,phase-encoding,radius,0.7,False,0.02,0.0014268805627581,"[0.695068359375, 0.095947265625, 0.0947265625, 0.68994140625, 0.6954345703125, 0.0865478515625, 0.0926513671875, 0.695556640625, 0.701416015625, 0.09326171875, 0.091796875, 0.6917724609375, 0.6976318359375, 0.0968017578125, 0.099853515625, 0.7000732421875, 0.6905517578125, 0.0958251953125, 0.0986328125, 0.69873046875]"
127,phase-encoding,radius,0.7,True,0.02,0.0014268805627581,"[0.686767578125, 0.6922607421875, 0.6875, 0.69287109375, 0.6893310546875, 0.693603515625, 0.6947021484375, 0.677734375, 0.700439453125, 0.686279296875, 0.69091796875, 0.6927490234375, 0.684326171875, 0.6895751953125, 0.6910400390625, 0.6845703125, 0.6871337890625, 0.6923828125, 0.6844482421875, 0.692626953125]"
128,phase-encoding,radius,0.7,False,0.1,0.0014268805627581,"[0.6876220703125, 0.0880126953125, 0.0960693359375, 0.6876220703125, 0.7017822265625, 0.09423828125, 0.095458984375, 0.694091796875, 0.6932373046875, 0.0994873046875, 0.0943603515625, 0.6903076171875, 0.6866455078125, 0.0958251953125, 0.0946044921875, 0.6920166015625, 0.6961669921875, 0.093017578125, 0.0921630859375, 0.7015380859375]"
129,phase-encoding,radius,0.7,True,0.1,0.0014268805627581,"[0.5035400390625, 0.495361328125, 0.5084228515625, 0.504638671875, 0.504638671875, 0.50244140625, 0.5111083984375, 0.5140380859375, 0.5196533203125, 0.513427734375, 0.5106201171875, 0.512451171875, 0.508544921875, 0.5157470703125, 0.513671875, 0.5084228515625, 0.506591796875, 0.5126953125, 0.50634765625, 0.5072021484375]"
130,phase-encoding,radius,0.9,False,0.02,0.0014268805627581,"[0.694091796875, 0.08984375, 0.0943603515625, 0.694580078125, 0.7012939453125, 0.09619140625, 0.0931396484375, 0.691162109375, 0.6866455078125, 0.0926513671875, 0.094970703125, 0.69873046875, 0.700439453125, 0.0965576171875, 0.1026611328125, 0.6986083984375, 0.7005615234375, 0.09326171875, 0.093994140625, 0.69482421875]"
131,phase-encoding,radius,0.9,True,0.02,0.0014268805627581,"[0.87646484375, 0.87158203125, 0.8773193359375, 0.880615234375, 0.881103515625, 0.8800048828125, 0.880859375, 0.875732421875, 0.8763427734375, 0.8681640625, 0.8780517578125, 0.881103515625, 0.877685546875, 0.880126953125, 0.8760986328125, 0.86767578125, 0.877685546875, 0.8773193359375, 0.874755859375, 0.87451171875]"
132,phase-encoding,radius,0.9,False,0.1,0.0014268805627581,"[0.6959228515625, 0.095458984375, 0.0948486328125, 0.6982421875, 0.6900634765625, 0.0916748046875, 0.0938720703125, 0.6971435546875, 0.6927490234375, 0.0987548828125, 0.097412109375, 0.7021484375, 0.6932373046875, 0.08935546875, 0.0972900390625, 0.6856689453125, 0.7017822265625, 0.096923828125, 0.087158203125, 0.69189453125]"
133,phase-encoding,radius,0.9,True,0.1,0.0014268805627581,"[0.731689453125, 0.7305908203125, 0.7337646484375, 0.7347412109375, 0.733642578125, 0.7303466796875, 0.7288818359375, 0.72412109375, 0.7271728515625, 0.7303466796875, 0.732177734375, 0.7391357421875, 0.7353515625, 0.734130859375, 0.72705078125, 0.7198486328125, 0.7408447265625, 0.7386474609375, 0.7257080078125, 0.7242431640625]"
134,phase-encoding,angleradius,0.3,False,0.02,0.0014268805627581,"[0.2706298828125, 0.2763671875, 0.8775634765625, 0.015625, 0.2689208984375, 0.2755126953125, 0.8787841796875, 0.0166015625, 0.26513671875, 0.26806640625, 0.8748779296875, 0.0167236328125, 0.26611328125, 0.2733154296875, 0.8843994140625, 0.015869140625, 0.267822265625, 0.2637939453125, 0.8819580078125, 0.013916015625]"
135,phase-encoding,angleradius,0.3,True,0.02,0.0014268805627581,"[0.3427734375, 0.92822265625, 0.343017578125, 0.9259033203125, 0.3472900390625, 0.9273681640625, 0.33349609375, 0.9306640625, 0.336669921875, 0.9276123046875, 0.3446044921875, 0.9271240234375, 0.3402099609375, 0.9334716796875, 0.35205078125, 0.9287109375, 0.3465576171875, 0.9281005859375, 0.3466796875, 0.929931640625]"
136,phase-encoding,angleradius,0.3,False,0.1,0.0014268805627581,"[0.038330078125, 0.041015625, 0.5902099609375, 0.212890625, 0.0413818359375, 0.0369873046875, 0.591796875, 0.215576171875, 0.041015625, 0.0377197265625, 0.5853271484375, 0.2080078125, 0.0396728515625, 0.0369873046875, 0.5908203125, 0.2069091796875, 0.0380859375, 0.0435791015625, 0.5916748046875, 0.2110595703125]"
137,phase-encoding,angleradius,0.3,True,0.1,0.0014268805627581,"[0.2388916015625, 0.8575439453125, 0.2481689453125, 0.8582763671875, 0.2431640625, 0.8585205078125, 0.2391357421875, 0.8619384765625, 0.2486572265625, 0.8642578125, 0.242919921875, 0.868408203125, 0.236328125, 0.86328125, 0.2354736328125, 0.8565673828125, 0.2366943359375, 0.8636474609375, 0.2431640625, 0.85986328125]"
138,phase-encoding,angleradius,0.5,False,0.02,0.0014268805627581,"[0.438720703125, 0.4366455078125, 0.9725341796875, 0.001708984375, 0.4395751953125, 0.4285888671875, 0.9697265625, 0.0018310546875, 0.4298095703125, 0.4261474609375, 0.9677734375, 0.0023193359375, 0.4334716796875, 0.4420166015625, 0.972900390625, 0.002685546875, 0.434814453125, 0.43505859375, 0.970703125, 0.002685546875]"
139,phase-encoding,angleradius,0.5,True,0.02,0.0014268805627581,"[0.9683837890625, 0.4361572265625, 0.966552734375, 0.436767578125, 0.9713134765625, 0.438232421875, 0.9713134765625, 0.443603515625, 0.97314453125, 0.4298095703125, 0.969970703125, 0.4407958984375, 0.9715576171875, 0.445068359375, 0.9674072265625, 0.43798828125, 0.969970703125, 0.443603515625, 0.9727783203125, 0.4466552734375]"
140,phase-encoding,angleradius,0.5,False,0.1,0.0014268805627581,"[0.1524658203125, 0.146240234375, 0.763916015625, 0.0723876953125, 0.1507568359375, 0.1456298828125, 0.77783203125, 0.0760498046875, 0.1485595703125, 0.1553955078125, 0.7769775390625, 0.076904296875, 0.1539306640625, 0.1446533203125, 0.77490234375, 0.0726318359375, 0.14453125, 0.150634765625, 0.764892578125, 0.072265625]"
141,phase-encoding,angleradius,0.5,True,0.1,0.0014268805627581,"[0.97021484375, 0.4459228515625, 0.9708251953125, 0.4417724609375, 0.9730224609375, 0.4439697265625, 0.9696044921875, 0.437744140625, 0.974609375, 0.4427490234375, 0.9718017578125, 0.44189453125, 0.97216796875, 0.44482421875, 0.968017578125, 0.4423828125, 0.96826171875, 0.4376220703125, 0.9705810546875, 0.436767578125]"
142,phase-encoding,angleradius,0.7,False,0.02,0.0014268805627581,"[0.6240234375, 0.6236572265625, 0.99951171875, 0.0577392578125, 0.6275634765625, 0.622314453125, 0.9996337890625, 0.05419921875, 0.62109375, 0.6304931640625, 0.999755859375, 0.053466796875, 0.6314697265625, 0.621826171875, 0.9996337890625, 0.0546875, 0.6318359375, 0.6314697265625, 1.0, 0.05322265625]"
143,phase-encoding,angleradius,0.7,True,0.02,0.0014268805627581,"[0.9713134765625, 0.43408203125, 0.9691162109375, 0.439697265625, 0.970703125, 0.43408203125, 0.96923828125, 0.4317626953125, 0.969970703125, 0.4400634765625, 0.9686279296875, 0.43701171875, 0.9686279296875, 0.4329833984375, 0.9727783203125, 0.4447021484375, 0.9696044921875, 0.445556640625, 0.9703369140625, 0.4395751953125]"
144,phase-encoding,angleradius,0.7,False,0.1,0.0014268805627581,"[0.5272216796875, 0.527587890625, 0.9918212890625, 0.015869140625, 0.51708984375, 0.5208740234375, 0.992431640625, 0.0189208984375, 0.523681640625, 0.5238037109375, 0.992431640625, 0.022705078125, 0.525634765625, 0.522216796875, 0.9915771484375, 0.0159912109375, 0.5291748046875, 0.5281982421875, 0.9920654296875, 0.017822265625]"
145,phase-encoding,angleradius,0.7,True,0.1,0.0014268805627581,"[0.9691162109375, 0.429443359375, 0.96923828125, 0.430908203125, 0.970458984375, 0.446044921875, 0.9716796875, 0.43701171875, 0.9700927734375, 0.4420166015625, 0.96826171875, 0.4398193359375, 0.9691162109375, 0.4300537109375, 0.971923828125, 0.430419921875, 0.9705810546875, 0.4385986328125, 0.96826171875, 0.4422607421875]"
146,phase-encoding,angleradius,0.9,False,0.02,0.0014268805627581,"[0.8126220703125, 0.8048095703125, 0.1859130859375, 0.9525146484375, 0.8052978515625, 0.8115234375, 0.18212890625, 0.9521484375, 0.8018798828125, 0.81103515625, 0.1773681640625, 0.9537353515625, 0.8004150390625, 0.8037109375, 0.185302734375, 0.9554443359375, 0.8057861328125, 0.80029296875, 0.1796875, 0.949462890625]"
147,phase-encoding,angleradius,0.9,True,0.02,0.0014268805627581,"[0.965087890625, 0.4405517578125, 0.971435546875, 0.44189453125, 0.9700927734375, 0.440185546875, 0.96826171875, 0.4359130859375, 0.9732666015625, 0.4365234375, 0.966552734375, 0.439208984375, 0.973388671875, 0.4354248046875, 0.9693603515625, 0.4385986328125, 0.9677734375, 0.4429931640625, 0.96728515625, 0.435302734375]"
148,phase-encoding,angleradius,0.9,False,0.1,0.0014268805627581,"[0.7159423828125, 0.71923828125, 0.9884033203125, 0.100341796875, 0.7178955078125, 0.71630859375, 0.9891357421875, 0.1053466796875, 0.7166748046875, 0.7120361328125, 0.9874267578125, 0.1009521484375, 0.72509765625, 0.7099609375, 0.9886474609375, 0.1024169921875, 0.7197265625, 0.7088623046875, 0.9871826171875, 0.1036376953125]"
149,phase-encoding,angleradius,0.9,True,0.1,0.0014268805627581,"[0.9698486328125, 0.4364013671875, 0.970703125, 0.440185546875, 0.9688720703125, 0.43408203125, 0.969970703125, 0.43408203125, 0.9688720703125, 0.4447021484375, 0.9757080078125, 0.4334716796875, 0.9703369140625, 0.4468994140625, 0.971923828125, 0.4437255859375, 0.96923828125, 0.443359375, 0.970703125, 0.4437255859375]"
0,Encoding,original,0.1,False,0.02,"[0.4384092314408935, 0.7234651778309412]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1,Encoding,original,0.1,True,0.02,"[0.4384092314408935, 0.7234651778309412]","[0.1278076171875, 0.126220703125, 0.8624267578125, 0.87255859375, 0.1336669921875, 0.1326904296875, 0.8668212890625, 0.8675537109375, 0.1309814453125, 0.1304931640625, 0.8677978515625, 0.87060546875, 0.126708984375, 0.130859375, 0.8665771484375, 0.868896484375, 0.1343994140625, 0.13232421875, 0.8699951171875, 0.8651123046875]"
2,Encoding,original,0.1,False,0.1,"[0.4384092314408935, 0.7234651778309412]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
3,Encoding,original,0.1,True,0.1,"[0.4384092314408935, 0.7234651778309412]","[0.2066650390625, 0.2060546875, 0.78173828125, 0.7987060546875, 0.206298828125, 0.2086181640625, 0.7900390625, 0.800537109375, 0.2125244140625, 0.205078125, 0.787353515625, 0.797119140625, 0.209716796875, 0.2064208984375, 0.792236328125, 0.7916259765625, 0.20751953125, 0.2042236328125, 0.79296875, 0.7901611328125]"
4,Encoding,original,0.3,False,0.02,"[0.4384092314408935, 0.7234651778309412]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5,Encoding,original,0.3,True,0.02,"[0.4384092314408935, 0.7234651778309412]","[0.33642578125, 0.3272705078125, 0.664794921875, 0.6605224609375, 0.318603515625, 0.3392333984375, 0.65966796875, 0.6708984375, 0.328369140625, 0.333984375, 0.6636962890625, 0.66748046875, 0.3271484375, 0.32177734375, 0.66162109375, 0.664794921875, 0.3289794921875, 0.333251953125, 0.66455078125, 0.6650390625]"
6,Encoding,original,0.3,False,0.1,"[0.4384092314408935, 0.7234651778309412]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
7,Encoding,original,0.3,True,0.1,"[0.4384092314408935, 0.7234651778309412]","[0.3458251953125, 0.352294921875, 0.64111328125, 0.642578125, 0.3519287109375, 0.3409423828125, 0.6439208984375, 0.652587890625, 0.3565673828125, 0.3515625, 0.648193359375, 0.648193359375, 0.355712890625, 0.344482421875, 0.649658203125, 0.6475830078125, 0.35546875, 0.3546142578125, 0.65087890625, 0.6488037109375]"
8,Encoding,original,0.5,False,0.02,"[0.4384092314408935, 0.7234651778309412]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
9,Encoding,original,0.5,True,0.02,"[0.4384092314408935, 0.7234651778309412]","[0.9810791015625, 0.97900390625, 0, 0, 0.9820556640625, 0.9786376953125, 0, 0, 0.9820556640625, 0.9801025390625, 0, 0, 0.9788818359375, 0.97998046875, 0, 0, 0.9793701171875, 0.979248046875, 0, 0]"
10,Encoding,original,0.5,False,0.1,"[0.4384092314408935, 0.7234651778309412]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
11,Encoding,original,0.5,True,0.1,"[0.4384092314408935, 0.7234651778309412]","[0, 0.5108642578125, 0.57275390625, 0.576171875, 0, 0, 0.5048828125, 0.556396484375, 0, 0.5008544921875, 0.567626953125, 0.5692138671875, 0, 0.5006103515625, 0.57080078125, 0.565185546875, 0.5010986328125, 0.5035400390625, 0.5623779296875, 0.555908203125]"
12,Encoding,original,0.7,False,0.02,"[0.4384092314408935, 0.7234651778309412]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
13,Encoding,original,0.7,True,0.02,"[0.4384092314408935, 0.7234651778309412]","[0.9932861328125, 0.9935302734375, 0, 0, 0.9923095703125, 0.9947509765625, 0, 0, 0.9918212890625, 0.9927978515625, 0, 0, 0.99365234375, 0.994384765625, 0, 0, 0.9947509765625, 0.9937744140625, 0, 0]"
14,Encoding,original,0.7,False,0.1,"[0.4384092314408935, 0.7234651778309412]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
15,Encoding,original,0.7,True,0.1,"[0.4384092314408935, 0.7234651778309412]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16,Encoding,original,0.8,False,0.02,"[0.4384092314408935, 0.7234651778309412]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
17,Encoding,original,0.8,True,0.02,"[0.4384092314408935, 0.7234651778309412]","[0.9732666015625, 0.9698486328125, 0, 0, 0.97265625, 0.9727783203125, 0, 0, 0.972412109375, 0.9688720703125, 0, 0, 0.9683837890625, 0.968505859375, 0, 0, 0.97412109375, 0.9710693359375, 0, 0]"
18,Encoding,original,0.8,False,0.1,"[0.4384092314408935, 0.7234651778309412]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
19,Encoding,original,0.8,True,0.1,"[0.4384092314408935, 0.7234651778309412]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
