model,phase_strategy,bias,threshold,lr,avg_error,trained_weights,initial_weights,neuron_outputs
HSGS,original,True,0.7,0.1,0.4286,"[0.6005489174641225, 0.9501295004136457, -3.7696971209790373, 4.548489919236031, -3.0908716251132704, -3.866830554240752, 0.5234125806737658, 0.7504098591020348, 4.669013240883914, 0.4677528597449807, -3.7951509097022074, -7.50923411090892, 12.372384689385033, 8.477401154851576, -7.634109614219397, 4.83791799430926, -7.231352493480482, 4.313994677212663, 4.5726253326439545, 0.2760490483306951, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977]",0.9501295004136456,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
HSGS,original,False,0.8,0.02,0.4286,"[0.6005489174641225, 0.9501295004136456, -0.5696971209790354, 1.3484899192360311, 0.10912837488673076, -0.6668305542407501, 0.5234125806737658, 0.7504098591020348, 1.4690132408839145, 0.4677528597449807, -0.5951509097022052, -1.1092341109089303, 2.7723846893850608, 2.07740115485159, -1.234109614219408, 1.6379179943092612, -0.8313524934804916, 1.1139946772126628, 1.3726253326439546, 0.2760490483306951]",0.9501295004136456,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
HSGS,original,True,0.8,0.02,0.4286,"[0.6005489174641225, 0.9501295004136456, -0.5696971209790354, 1.3484899192360311, 0.10912837488673076, -0.6668305542407501, 0.5234125806737658, 0.7504098591020348, 1.4690132408839145, 0.4677528597449807, -0.5951509097022052, -1.1092341109089303, 2.7723846893850608, 2.07740115485159, -1.234109614219408, 1.6379179943092612, -0.8313524934804916, 1.1139946772126628, 1.3726253326439546, 0.2760490483306951, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015, -1.4000000000000015]",0.9501295004136456,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
HSGS,original,False,0.8,0.1,0.4286,"[0.6005489174641225, 0.9501295004136457, -3.7696971209790373, 4.548489919236031, -3.0908716251132704, -3.866830554240752, 0.5234125806737658, 0.7504098591020348, 4.669013240883914, 0.4677528597449807, -3.7951509097022074, -7.50923411090892, 12.372384689385033, 8.477401154851576, -7.634109614219397, 4.83791799430926, -7.231352493480482, 4.313994677212663, 4.5726253326439545, 0.2760490483306951]",0.9501295004136456,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
HSGS,original,True,0.5,0.02,0.4286,"[0.40054891746412236, 0.7501295004136455, -0.3696971209790352, 1.148489919236031, 0.30912837488673073, -0.46683055424075, 0.723412580673766, 0.5504098591020347, 1.2690132408839143, 0.26775285974498053, -0.395150909702205, -1.3092341109089305, 2.5723846893850606, 1.8774011548515896, -1.0341096142194077, 1.8379179943092614, -0.6313524934804914, 0.9139946772126627, 1.1726253326439544, 0.07604904833069513, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013, -1.2000000000000013]",0.9501295004136456,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
HSGS,original,True,0.8,0.1,0.4286,"[0.6005489174641225, 0.9501295004136457, -3.7696971209790373, 4.548489919236031, -3.0908716251132704, -3.866830554240752, 0.5234125806737658, 0.7504098591020348, 4.669013240883914, 0.4677528597449807, -3.7951509097022074, -7.50923411090892, 12.372384689385033, 8.477401154851576, -7.634109614219397, 4.83791799430926, -7.231352493480482, 4.313994677212663, 4.5726253326439545, 0.2760490483306951, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977, -10.999999999999977]",0.9501295004136456,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
HSGS,original,False,0.3,0.1,0.4286,"[0.3005489174641226, 0.6501295004136458, -3.469697120979037, 4.248489919236032, -2.79087162511327, -3.566830554240752, 0.8234125806737658, 0.4504098591020349, 4.369013240883915, 0.16775285974498075, -3.495150909702207, -7.8092341109089185, 12.072384689385034, 8.177401154851577, -7.334109614219398, 5.137917994309259, -6.931352493480483, 4.013994677212664, 4.272625332643956, -0.023950951669304915]",0.2303028790209648,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
HSGS,original,False,0.5,0.02,0.4286,"[0.6005489174641225, 0.9501295004136456, -0.5696971209790354, 1.3484899192360311, 0.10912837488673076, -0.6668305542407501, 0.5234125806737658, 0.7504098591020348, 1.4690132408839145, 0.4677528597449807, -0.5951509097022052, -1.1092341109089303, 2.7723846893850608, 2.07740115485159, -1.234109614219408, 1.6379179943092612, -0.8313524934804916, 1.1139946772126628, 1.3726253326439546, 0.2760490483306951]",0.2303028790209648,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
HSGS,original,False,0.3,0.02,0.4286,"[0.6005489174641225, 0.9501295004136456, -0.5696971209790354, 1.3484899192360311, 0.10912837488673076, -0.6668305542407501, 0.5234125806737658, 0.7504098591020348, 1.4690132408839145, 0.4677528597449807, -0.5951509097022052, -1.1092341109089303, 2.7723846893850608, 2.07740115485159, -1.234109614219408, 1.6379179943092612, -0.8313524934804916, 1.1139946772126628, 1.3726253326439546, 0.2760490483306951]",0.2303028790209648,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
phase-encoding,angleradius,False,0.5,0.02,0.4286,"[-1.0383821702407035, 0.3817097243504395, 2.1994729038039744, -0.343804877128015, -0.036111222691068215, 0.35662139399343445]",0.7799187922401146,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]"
phase-encoding,radius,False,0.1,0.02,0.4286,"[2.513284608661786, 4.15921317033119, 4.913896495747581, -2.2432070276437126]","[0.24875314351995803, 0.5761573344178369, 0.592041931271839, 0.5722519057908734]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
phase-encoding,radius,True,0.1,0.02,0.4286,"[0.830037736517204, 1.058343163603008, 0.7617475587566104, 0.7419575332756447, 1.5910226472617657, 0.9910079679623336, 1.0, 1.0]","[0.24875314351995803, 0.5761573344178369, 0.592041931271839, 0.5722519057908734]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
phase-encoding,radius,False,0.1,0.1,0.4286,"[13.489011444031153, 19.73623933582929, 24.509006497807263, -14.940536254653216]","[0.6778165367962301, 0.27000797319216485, 0.7351940221225949, 0.9621885451174382]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
phase-encoding,angleradius,True,0.1,0.02,0.4286,"[1.345558208419104, 1.7430688437643223, 3.30906270564163, 3.536057228636474, 6.057508151185543, 0.728442417074205, 2.429424657383348, 2.429424657383348, 5.041642393015291, 1.8542586889359363]","[0.6778165367962301, 0.27000797319216485, 0.7351940221225949, 0.9621885451174382]","[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
phase-encoding,radius,True,0.1,0.1,0.4286,"[-1.260451513203404, 1.0501192472659562, -1.8103903901489766, -1.5833958671541333, -2.3591923483714368, 0.03609447057409946, 1.0, 1.0]","[0.6778165367962301, 0.27000797319216485, 0.7351940221225949, 0.9621885451174382]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
phase-encoding,original,True,0.1,0.1,0.4286,"[-1.4509999999999985, 0.2029999999999979, 6.357000000000003, -17.61400000000001, 28.300000000000136, 28.300000000000136, 28.300000000000136, 28.300000000000136]","[0.5, 0.5, 0.5, 0.5]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
phase-encoding,radius,False,0.3,0.1,0.4286,"[4.220303790913007, 8.365176841731424, 9.182893329328751, -11.067104463100808]","[0.5, 0.5, 0.5, 0.5]","[1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
HSGS,original,True,0.1,0.1,0.44288,"[6.100548917464117, -1.3498704995863544, 4.930302879020964, 9.848489919236012, -9.390871625113252, -5.166830554240748, -5.376587419326232, 7.250409859102025, 2.1690132408839147, -9.432247140255003, -8.495150909702192, -1.8092341109089303, 10.672384689385039, 18.377401154851583, -13.534109614219377, 11.537917994309236, 2.6686475065195108, 17.413994677212642, 6.872625332643946, -4.423950951669306, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995, 6.099999999999995]",0.2303028790209648,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
phase-encoding,original,True,0.1,0.02,0.48572,"[0.03700000000000137, 0.7018000000000032, 1.7451999999999994, -2.7095999999999987, 6.039999999999959, 6.039999999999959, 6.039999999999959, 6.039999999999959]","[0.5, 0.5, 0.5, 0.5]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
phase-encoding,radius,False,0.5,0.1,0.5713999999999999,"[-3.722637145858605, 0.9526710161102153, -2.3570231188845097, -7.390823141453358]","[0.5, 0.5, 0.5, 0.5]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
HSGS,original,True,0.3,0.02,0.5713999999999999,"[0.22054891746412225, 0.6501295004136454, -0.06969712097903515, 1.4884899192360312, 0.7691283748867311, -0.20683055424074984, 0.5034125806737658, 0.8504098591020349, 1.1690132408839142, 0.007752859744980585, -0.13515090970220492, -0.9292341109089303, 2.3923846893850604, 1.8574011548515896, -0.9341096142194076, 1.8179179943092614, -0.17135249348049109, 1.0939946772126627, 0.7526253326439541, 0.2960490483306951, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007, -0.4200000000000007]",0.6005489174641225,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
phase-encoding,radius,False,0.5,0.02,0.5713999999999999,"[-0.22412791874072738, 0.6484735601973525, 0.05146334207855886, -1.1864237579611816]","[0.5, 0.5, 0.5, 0.5]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
phase-encoding,radius,False,0.3,0.02,0.5713999999999999,"[0.09492454438295372, 0.19918798887213252, 0.17311306661137005, -0.2596822752890721]",0.7234651778309412,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
HSGS,original,True,0.3,0.1,0.5713999999999999,"[-1.651246856480039, -0.0738426655821645, 6.992041931271844, -19.227748094209122, 36.00000000000024, 36.00000000000024, 36.00000000000024, 36.00000000000024]","[0.24875314351995803, 0.5761573344178369, 0.592041931271839, 0.5722519057908734]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
HSGS,original,False,0.1,0.02,0.5713999999999999,"[0.120000000000002, 0.3700000000000009, 1.7799999999999987, -3.4600000000000013]","[0.5, 0.5, 0.5, 0.5]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
HSGS,original,False,0.1,0.1,0.5713999999999999,"[-0.19945108253587748, -0.04987049958635412, -3.569697120979037, 3.3484899192360325, -2.0908716251132695, -4.66683055424075, -0.07658741932623414, 0.3504098591020349, 6.2690132408839085, 0.06775285974498074, -0.19515090970220497, -3.109234110908931, 9.172384689385044, 7.877401154851577, -7.434109614219397, 2.4379179943092617, -1.8313524934804912, 5.513994677212659, 1.5726253326439543, 0.2760490483306951]",0.6005489174641225,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]"
phase-encoding,angleradius,False,0.1,0.02,0.5713999999999999,"[2.7754355682017064, 4.316905439453742, 5.870674287106124, 0.15003478970723855, 5.517612989448368, -1.9451395166017753]","[0.5, 0.5, 0.5, 0.5]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
phase-encoding,angleradius,True,0.1,0.1,0.5713999999999999,"[-0.4669064856687404, 0.12560648154804446, -0.2071067811865477, -0.2071067811865477, 25.26344710044143, -0.7991593620424153, 0.6073009183012759, 0.6073009183012759, -0.1745375396138748, 0.7934481736723199]","[0.5, 0.5, 0.5, 0.5]","[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0]"
phase-encoding,angle,False,0.1,0.1,0.7142999999999999,"[28.860119600533615, 1.0532908022259988, 25.430940655639187, -14.180507879373135]","[0.6778165367962301, 0.27000797319216485, 0.7351940221225949, 0.9621885451174382]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
